Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-01 00:00:00,Portugal,Portugal,PT,60.05,104.1,85.21,85.21,entsoe.eu,false,
2021-01-01 01:00:00,Portugal,Portugal,PT,60.8,105.25,85.03,85.03,entsoe.eu,false,
2021-01-01 02:00:00,Portugal,Portugal,PT,63.91,111.65,83.39,81.42,entsoe.eu,false,
2021-01-01 03:00:00,Portugal,Portugal,PT,57.96,103.81,85.54,79.58,entsoe.eu,false,
2021-01-01 04:00:00,Portugal,Portugal,PT,54.18,99.38,86.68,80.03,entsoe.eu,false,
2021-01-01 05:00:00,Portugal,Portugal,PT,55.14,101.23,86.4,79.76,entsoe.eu,false,
2021-01-01 06:00:00,Portugal,Portugal,PT,57.33,104.13,85.93,78.46,entsoe.eu,false,
2021-01-01 07:00:00,Portugal,Portugal,PT,55.72,102.35,86.24,79.69,entsoe.eu,false,
2021-01-01 08:00:00,Portugal,Portugal,PT,53.94,100.14,86.67,80.2,entsoe.eu,false,
2021-01-01 09:00:00,Portugal,Portugal,PT,50.54,94.12,87.54,81.33,entsoe.eu,false,
2021-01-01 10:00:00,Portugal,Portugal,PT,47.74,89.78,88.24,82.0,entsoe.eu,false,
2021-01-01 11:00:00,Portugal,Portugal,PT,48.25,89.74,88.21,80.89,entsoe.eu,false,
2021-01-01 12:00:00,Portugal,Portugal,PT,45.19,84.71,88.97,82.44,entsoe.eu,false,
2021-01-01 13:00:00,Portugal,Portugal,PT,42.08,79.7,89.63,84.35,entsoe.eu,false,
2021-01-01 14:00:00,Portugal,Portugal,PT,52.32,93.23,86.98,81.24,entsoe.eu,false,
2021-01-01 15:00:00,Portugal,Portugal,PT,65.73,110.94,83.12,79.23,entsoe.eu,false,
2021-01-01 16:00:00,Portugal,Portugal,PT,83.26,131.27,79.88,79.25,entsoe.eu,false,
2021-01-01 17:00:00,Portugal,Portugal,PT,86.41,128.1,82.65,82.65,entsoe.eu,false,
2021-01-01 18:00:00,Portugal,Portugal,PT,83.89,123.32,83.9,83.9,entsoe.eu,false,
2021-01-01 19:00:00,Portugal,Portugal,PT,74.04,110.19,87.0,87.0,entsoe.eu,false,
2021-01-01 20:00:00,Portugal,Portugal,PT,70.61,106.43,87.48,87.48,entsoe.eu,false,
2021-01-01 21:00:00,Portugal,Portugal,PT,83.88,123.7,84.08,84.08,entsoe.eu,false,
2021-01-01 22:00:00,Portugal,Portugal,PT,75.59,116.3,85.03,82.74,entsoe.eu,false,
2021-01-01 23:00:00,Portugal,Portugal,PT,80.4,128.63,81.04,73.97,entsoe.eu,false,
2021-01-02 00:00:00,Portugal,Portugal,PT,74.06,122.46,81.69,72.18,entsoe.eu,false,
2021-01-02 01:00:00,Portugal,Portugal,PT,73.26,122.53,81.96,72.25,entsoe.eu,false,
2021-01-02 02:00:00,Portugal,Portugal,PT,67.39,114.28,83.76,72.6,entsoe.eu,false,
2021-01-02 03:00:00,Portugal,Portugal,PT,68.6,116.38,83.43,72.25,entsoe.eu,false,
2021-01-02 04:00:00,Portugal,Portugal,PT,65.93,114.67,83.93,74.49,entsoe.eu,false,
2021-01-02 05:00:00,Portugal,Portugal,PT,68.04,117.42,83.2,75.0,entsoe.eu,false,
2021-01-02 06:00:00,Portugal,Portugal,PT,84.63,138.66,78.78,70.83,entsoe.eu,false,
2021-01-02 07:00:00,Portugal,Portugal,PT,97.24,155.97,74.75,70.56,entsoe.eu,false,
2021-01-02 08:00:00,Portugal,Portugal,PT,93.06,149.42,75.78,72.16,entsoe.eu,false,
2021-01-02 09:00:00,Portugal,Portugal,PT,91.71,146.52,76.25,71.72,entsoe.eu,false,
2021-01-02 10:00:00,Portugal,Portugal,PT,93.38,148.41,75.89,70.41,entsoe.eu,false,
2021-01-02 11:00:00,Portugal,Portugal,PT,96.18,152.08,75.33,68.42,entsoe.eu,false,
2021-01-02 12:00:00,Portugal,Portugal,PT,95.32,150.26,75.58,68.59,entsoe.eu,false,
2021-01-02 13:00:00,Portugal,Portugal,PT,95.68,148.88,76.68,69.86,entsoe.eu,false,
2021-01-02 14:00:00,Portugal,Portugal,PT,96.14,151.25,75.61,67.99,entsoe.eu,false,
2021-01-02 15:00:00,Portugal,Portugal,PT,97.37,152.13,75.3,67.71,entsoe.eu,false,
2021-01-02 16:00:00,Portugal,Portugal,PT,102.0,156.51,74.43,66.52,entsoe.eu,false,
2021-01-02 17:00:00,Portugal,Portugal,PT,106.49,152.49,78.76,74.03,entsoe.eu,false,
2021-01-02 18:00:00,Portugal,Portugal,PT,102.86,144.97,80.83,77.37,entsoe.eu,false,
2021-01-02 19:00:00,Portugal,Portugal,PT,100.42,143.71,80.19,76.02,entsoe.eu,false,
2021-01-02 20:00:00,Portugal,Portugal,PT,97.69,143.82,78.76,72.39,entsoe.eu,false,
2021-01-02 21:00:00,Portugal,Portugal,PT,90.58,139.63,77.71,70.57,entsoe.eu,false,
2021-01-02 22:00:00,Portugal,Portugal,PT,89.13,145.1,76.49,76.49,entsoe.eu,false,
2021-01-02 23:00:00,Portugal,Portugal,PT,81.77,130.81,79.71,70.78,entsoe.eu,false,
2021-01-03 00:00:00,Portugal,Portugal,PT,69.22,114.78,83.38,71.98,entsoe.eu,false,
2021-01-03 01:00:00,Portugal,Portugal,PT,70.1,116.77,83.21,70.93,entsoe.eu,false,
2021-01-03 02:00:00,Portugal,Portugal,PT,70.76,118.08,83.03,70.57,entsoe.eu,false,
2021-01-03 03:00:00,Portugal,Portugal,PT,74.57,123.41,82.15,69.06,entsoe.eu,false,
2021-01-03 04:00:00,Portugal,Portugal,PT,74.68,124.08,82.07,69.07,entsoe.eu,false,
2021-01-03 05:00:00,Portugal,Portugal,PT,75.94,125.67,81.81,68.33,entsoe.eu,false,
2021-01-03 06:00:00,Portugal,Portugal,PT,79.08,129.85,80.86,67.52,entsoe.eu,false,
2021-01-03 07:00:00,Portugal,Portugal,PT,95.85,150.22,76.28,64.5,entsoe.eu,false,
2021-01-03 08:00:00,Portugal,Portugal,PT,102.83,160.6,73.59,67.28,entsoe.eu,false,
2021-01-03 09:00:00,Portugal,Portugal,PT,97.88,150.1,77.14,73.5,entsoe.eu,false,
2021-01-03 10:00:00,Portugal,Portugal,PT,96.37,145.88,78.67,75.12,entsoe.eu,false,
2021-01-03 11:00:00,Portugal,Portugal,PT,87.16,138.93,77.71,72.23,entsoe.eu,false,
2021-01-03 12:00:00,Portugal,Portugal,PT,84.43,134.64,78.78,73.23,entsoe.eu,false,
2021-01-03 13:00:00,Portugal,Portugal,PT,83.99,133.7,78.87,72.66,entsoe.eu,false,
2021-01-03 14:00:00,Portugal,Portugal,PT,83.07,133.23,78.75,72.32,entsoe.eu,false,
2021-01-03 15:00:00,Portugal,Portugal,PT,87.51,138.59,77.77,71.37,entsoe.eu,false,
2021-01-03 16:00:00,Portugal,Portugal,PT,98.85,146.21,78.87,74.57,entsoe.eu,false,
2021-01-03 17:00:00,Portugal,Portugal,PT,101.64,144.03,80.98,77.8,entsoe.eu,false,
2021-01-03 18:00:00,Portugal,Portugal,PT,96.42,136.35,82.12,78.29,entsoe.eu,false,
2021-01-03 19:00:00,Portugal,Portugal,PT,95.73,137.82,80.66,74.56,entsoe.eu,false,
2021-01-03 20:00:00,Portugal,Portugal,PT,100.19,142.73,80.25,74.13,entsoe.eu,false,
2021-01-03 21:00:00,Portugal,Portugal,PT,100.41,145.25,78.86,71.45,entsoe.eu,false,
2021-01-03 22:00:00,Portugal,Portugal,PT,102.66,154.73,76.54,76.54,entsoe.eu,false,
2021-01-03 23:00:00,Portugal,Portugal,PT,109.39,163.94,73.31,62.43,entsoe.eu,false,
2021-01-04 00:00:00,Portugal,Portugal,PT,120.11,180.86,69.89,56.53,entsoe.eu,false,
2021-01-04 01:00:00,Portugal,Portugal,PT,112.91,172.46,71.97,57.48,entsoe.eu,false,
2021-01-04 02:00:00,Portugal,Portugal,PT,121.09,182.78,70.37,56.88,entsoe.eu,false,
2021-01-04 03:00:00,Portugal,Portugal,PT,132.76,194.65,69.03,58.69,entsoe.eu,false,
2021-01-04 04:00:00,Portugal,Portugal,PT,153.28,215.89,66.83,57.59,entsoe.eu,false,
2021-01-04 05:00:00,Portugal,Portugal,PT,185.49,252.72,60.75,55.63,entsoe.eu,false,
2021-01-04 06:00:00,Portugal,Portugal,PT,206.79,268.55,60.85,60.85,entsoe.eu,false,
2021-01-04 07:00:00,Portugal,Portugal,PT,208.15,263.22,62.77,62.77,entsoe.eu,false,
2021-01-04 08:00:00,Portugal,Portugal,PT,212.35,265.52,62.87,62.87,entsoe.eu,false,
2021-01-04 09:00:00,Portugal,Portugal,PT,216.73,271.01,61.71,61.71,entsoe.eu,false,
2021-01-04 10:00:00,Portugal,Portugal,PT,228.46,288.17,57.51,57.51,entsoe.eu,false,
2021-01-04 11:00:00,Portugal,Portugal,PT,239.53,302.74,54.49,54.49,entsoe.eu,false,
2021-01-04 12:00:00,Portugal,Portugal,PT,242.29,307.12,53.11,53.11,entsoe.eu,false,
2021-01-04 13:00:00,Portugal,Portugal,PT,260.86,335.75,45.19,45.19,entsoe.eu,false,
2021-01-04 14:00:00,Portugal,Portugal,PT,258.16,331.85,46.2,46.2,entsoe.eu,false,
2021-01-04 15:00:00,Portugal,Portugal,PT,257.49,329.87,47.01,47.01,entsoe.eu,false,
2021-01-04 16:00:00,Portugal,Portugal,PT,236.41,299.14,54.38,54.38,entsoe.eu,false,
2021-01-04 17:00:00,Portugal,Portugal,PT,230.57,290.51,56.31,56.31,entsoe.eu,false,
2021-01-04 18:00:00,Portugal,Portugal,PT,225.68,283.49,58.11,58.11,entsoe.eu,false,
2021-01-04 19:00:00,Portugal,Portugal,PT,234.81,296.89,54.42,54.42,entsoe.eu,false,
2021-01-04 20:00:00,Portugal,Portugal,PT,237.53,299.77,54.36,54.36,entsoe.eu,false,
2021-01-04 21:00:00,Portugal,Portugal,PT,240.48,307.74,51.94,51.35,entsoe.eu,false,
2021-01-04 22:00:00,Portugal,Portugal,PT,233.27,305.3,49.98,47.39,entsoe.eu,false,
2021-01-04 23:00:00,Portugal,Portugal,PT,246.39,323.15,46.52,42.08,entsoe.eu,false,
2021-01-05 00:00:00,Portugal,Portugal,PT,212.18,288.11,51.13,42.39,entsoe.eu,false,
2021-01-05 01:00:00,Portugal,Portugal,PT,218.56,297.68,49.2,41.95,entsoe.eu,false,
2021-01-05 02:00:00,Portugal,Portugal,PT,221.66,301.75,48.58,41.75,entsoe.eu,false,
2021-01-05 03:00:00,Portugal,Portugal,PT,223.36,304.0,48.16,41.33,entsoe.eu,false,
2021-01-05 04:00:00,Portugal,Portugal,PT,224.33,305.18,47.98,40.81,entsoe.eu,false,
2021-01-05 05:00:00,Portugal,Portugal,PT,230.72,312.8,46.47,41.32,entsoe.eu,false,
2021-01-05 06:00:00,Portugal,Portugal,PT,244.17,318.11,47.88,47.88,entsoe.eu,false,
2021-01-05 07:00:00,Portugal,Portugal,PT,249.63,317.69,49.89,49.89,entsoe.eu,false,
2021-01-05 08:00:00,Portugal,Portugal,PT,228.22,289.51,55.36,55.36,entsoe.eu,false,
2021-01-05 09:00:00,Portugal,Portugal,PT,220.87,278.89,58.05,58.05,entsoe.eu,false,
2021-01-05 10:00:00,Portugal,Portugal,PT,226.61,288.15,55.56,55.56,entsoe.eu,false,
2021-01-05 11:00:00,Portugal,Portugal,PT,250.01,321.01,47.92,47.92,entsoe.eu,false,
2021-01-05 12:00:00,Portugal,Portugal,PT,249.8,320.9,47.93,47.93,entsoe.eu,false,
2021-01-05 13:00:00,Portugal,Portugal,PT,261.19,335.38,45.6,45.6,entsoe.eu,false,
2021-01-05 14:00:00,Portugal,Portugal,PT,267.99,347.71,41.85,41.19,entsoe.eu,false,
2021-01-05 15:00:00,Portugal,Portugal,PT,262.02,336.22,45.48,45.48,entsoe.eu,false,
2021-01-05 16:00:00,Portugal,Portugal,PT,256.83,326.95,48.27,48.27,entsoe.eu,false,
2021-01-05 17:00:00,Portugal,Portugal,PT,233.48,294.85,55.11,55.11,entsoe.eu,false,
2021-01-05 18:00:00,Portugal,Portugal,PT,231.15,292.01,55.51,55.51,entsoe.eu,false,
2021-01-05 19:00:00,Portugal,Portugal,PT,235.74,298.23,54.16,54.16,entsoe.eu,false,
2021-01-05 20:00:00,Portugal,Portugal,PT,231.86,293.24,55.03,55.03,entsoe.eu,false,
2021-01-05 21:00:00,Portugal,Portugal,PT,241.14,306.98,51.52,51.52,entsoe.eu,false,
2021-01-05 22:00:00,Portugal,Portugal,PT,264.87,337.81,45.64,45.64,entsoe.eu,false,
2021-01-05 23:00:00,Portugal,Portugal,PT,273.45,350.12,43.28,43.28,entsoe.eu,false,
2021-01-06 00:00:00,Portugal,Portugal,PT,303.81,391.86,35.34,32.63,entsoe.eu,false,
2021-01-06 01:00:00,Portugal,Portugal,PT,265.78,341.81,46.74,40.92,entsoe.eu,false,
2021-01-06 02:00:00,Portugal,Portugal,PT,258.12,331.86,49.09,43.36,entsoe.eu,false,
2021-01-06 03:00:00,Portugal,Portugal,PT,264.89,340.49,47.68,42.56,entsoe.eu,false,
2021-01-06 04:00:00,Portugal,Portugal,PT,267.36,343.43,47.17,41.67,entsoe.eu,false,
2021-01-06 05:00:00,Portugal,Portugal,PT,275.89,354.93,43.96,39.29,entsoe.eu,false,
2021-01-06 06:00:00,Portugal,Portugal,PT,284.43,365.53,41.0,40.29,entsoe.eu,false,
2021-01-06 07:00:00,Portugal,Portugal,PT,262.22,336.69,45.57,45.57,entsoe.eu,false,
2021-01-06 08:00:00,Portugal,Portugal,PT,239.69,303.43,53.5,53.5,entsoe.eu,false,
2021-01-06 09:00:00,Portugal,Portugal,PT,221.47,280.38,57.88,57.88,entsoe.eu,false,
2021-01-06 10:00:00,Portugal,Portugal,PT,217.62,275.69,58.77,58.77,entsoe.eu,false,
2021-01-06 11:00:00,Portugal,Portugal,PT,221.78,281.76,57.36,57.36,entsoe.eu,false,
2021-01-06 12:00:00,Portugal,Portugal,PT,236.35,302.73,52.22,52.22,entsoe.eu,false,
2021-01-06 13:00:00,Portugal,Portugal,PT,246.44,316.08,49.24,49.24,entsoe.eu,false,
2021-01-06 14:00:00,Portugal,Portugal,PT,249.32,321.96,47.2,45.84,entsoe.eu,false,
2021-01-06 15:00:00,Portugal,Portugal,PT,251.35,322.3,47.98,47.81,entsoe.eu,false,
2021-01-06 16:00:00,Portugal,Portugal,PT,240.56,306.22,51.84,51.84,entsoe.eu,false,
2021-01-06 17:00:00,Portugal,Portugal,PT,224.86,284.61,56.61,56.61,entsoe.eu,false,
2021-01-06 18:00:00,Portugal,Portugal,PT,210.2,266.37,59.93,59.93,entsoe.eu,false,
2021-01-06 19:00:00,Portugal,Portugal,PT,211.05,269.58,58.16,58.16,entsoe.eu,false,
2021-01-06 20:00:00,Portugal,Portugal,PT,208.86,267.82,57.92,57.92,entsoe.eu,false,
2021-01-06 21:00:00,Portugal,Portugal,PT,209.79,271.07,56.66,56.66,entsoe.eu,false,
2021-01-06 22:00:00,Portugal,Portugal,PT,220.1,286.07,53.52,53.52,entsoe.eu,false,
2021-01-06 23:00:00,Portugal,Portugal,PT,213.25,275.58,57.81,57.54,entsoe.eu,false,
2021-01-07 00:00:00,Portugal,Portugal,PT,193.06,249.11,64.99,62.14,entsoe.eu,false,
2021-01-07 01:00:00,Portugal,Portugal,PT,192.22,247.79,65.05,58.75,entsoe.eu,false,
2021-01-07 02:00:00,Portugal,Portugal,PT,185.74,241.26,65.75,60.15,entsoe.eu,false,
2021-01-07 03:00:00,Portugal,Portugal,PT,161.15,218.19,66.72,59.74,entsoe.eu,false,
2021-01-07 04:00:00,Portugal,Portugal,PT,176.69,236.38,64.23,59.62,entsoe.eu,false,
2021-01-07 05:00:00,Portugal,Portugal,PT,202.67,263.0,62.31,61.44,entsoe.eu,false,
2021-01-07 06:00:00,Portugal,Portugal,PT,227.9,294.48,54.33,54.33,entsoe.eu,false,
2021-01-07 07:00:00,Portugal,Portugal,PT,223.29,287.52,54.56,54.56,entsoe.eu,false,
2021-01-07 08:00:00,Portugal,Portugal,PT,214.55,273.17,58.3,58.3,entsoe.eu,false,
2021-01-07 09:00:00,Portugal,Portugal,PT,209.34,265.33,60.32,60.32,entsoe.eu,false,
2021-01-07 10:00:00,Portugal,Portugal,PT,211.75,267.9,60.27,60.27,entsoe.eu,false,
2021-01-07 11:00:00,Portugal,Portugal,PT,212.27,268.97,59.88,59.88,entsoe.eu,false,
2021-01-07 12:00:00,Portugal,Portugal,PT,211.28,268.21,59.88,59.88,entsoe.eu,false,
2021-01-07 13:00:00,Portugal,Portugal,PT,214.23,271.97,59.07,59.07,entsoe.eu,false,
2021-01-07 14:00:00,Portugal,Portugal,PT,220.18,279.92,57.52,57.52,entsoe.eu,false,
2021-01-07 15:00:00,Portugal,Portugal,PT,223.92,285.34,56.14,56.14,entsoe.eu,false,
2021-01-07 16:00:00,Portugal,Portugal,PT,225.32,286.67,55.74,55.74,entsoe.eu,false,
2021-01-07 17:00:00,Portugal,Portugal,PT,215.16,273.23,58.54,58.54,entsoe.eu,false,
2021-01-07 18:00:00,Portugal,Portugal,PT,207.74,264.64,59.56,59.56,entsoe.eu,false,
2021-01-07 19:00:00,Portugal,Portugal,PT,201.33,257.95,60.1,60.1,entsoe.eu,false,
2021-01-07 20:00:00,Portugal,Portugal,PT,201.69,259.34,59.42,59.42,entsoe.eu,false,
2021-01-07 21:00:00,Portugal,Portugal,PT,212.99,273.55,56.78,56.78,entsoe.eu,false,
2021-01-07 22:00:00,Portugal,Portugal,PT,231.62,301.42,50.29,50.29,entsoe.eu,false,
2021-01-07 23:00:00,Portugal,Portugal,PT,224.86,291.47,54.32,53.64,entsoe.eu,false,
2021-01-08 00:00:00,Portugal,Portugal,PT,188.2,244.75,65.02,59.3,entsoe.eu,false,
2021-01-08 01:00:00,Portugal,Portugal,PT,167.17,221.45,67.85,59.34,entsoe.eu,false,
2021-01-08 02:00:00,Portugal,Portugal,PT,148.52,202.85,69.28,60.34,entsoe.eu,false,
2021-01-08 03:00:00,Portugal,Portugal,PT,142.63,196.42,70.01,60.73,entsoe.eu,false,
2021-01-08 04:00:00,Portugal,Portugal,PT,140.64,194.15,70.14,61.92,entsoe.eu,false,
2021-01-08 05:00:00,Portugal,Portugal,PT,139.74,191.85,70.84,63.67,entsoe.eu,false,
2021-01-08 06:00:00,Portugal,Portugal,PT,187.3,246.39,62.55,62.55,entsoe.eu,false,
2021-01-08 07:00:00,Portugal,Portugal,PT,196.24,255.14,60.76,60.76,entsoe.eu,false,
2021-01-08 08:00:00,Portugal,Portugal,PT,185.71,238.56,64.82,64.82,entsoe.eu,false,
2021-01-08 09:00:00,Portugal,Portugal,PT,177.01,226.96,67.14,67.14,entsoe.eu,false,
2021-01-08 10:00:00,Portugal,Portugal,PT,170.81,219.14,68.7,68.7,entsoe.eu,false,
2021-01-08 11:00:00,Portugal,Portugal,PT,174.44,223.45,67.99,67.99,entsoe.eu,false,
2021-01-08 12:00:00,Portugal,Portugal,PT,179.99,229.03,67.49,67.49,entsoe.eu,false,
2021-01-08 13:00:00,Portugal,Portugal,PT,180.39,228.02,68.26,68.26,entsoe.eu,false,
2021-01-08 14:00:00,Portugal,Portugal,PT,194.04,247.58,63.52,63.52,entsoe.eu,false,
2021-01-08 15:00:00,Portugal,Portugal,PT,189.86,243.15,63.97,63.97,entsoe.eu,false,
2021-01-08 16:00:00,Portugal,Portugal,PT,178.88,228.72,66.53,66.53,entsoe.eu,false,
2021-01-08 17:00:00,Portugal,Portugal,PT,175.97,224.43,67.53,67.53,entsoe.eu,false,
2021-01-08 18:00:00,Portugal,Portugal,PT,177.48,226.17,67.44,67.44,entsoe.eu,false,
2021-01-08 19:00:00,Portugal,Portugal,PT,180.97,231.67,65.73,65.73,entsoe.eu,false,
2021-01-08 20:00:00,Portugal,Portugal,PT,182.39,233.37,65.47,65.47,entsoe.eu,false,
2021-01-08 21:00:00,Portugal,Portugal,PT,197.4,256.28,59.83,59.83,entsoe.eu,false,
2021-01-08 22:00:00,Portugal,Portugal,PT,196.51,256.69,59.77,59.05,entsoe.eu,false,
2021-01-08 23:00:00,Portugal,Portugal,PT,156.98,202.98,72.99,65.89,entsoe.eu,false,
2021-01-09 00:00:00,Portugal,Portugal,PT,132.71,171.0,81.15,72.77,entsoe.eu,false,
2021-01-09 01:00:00,Portugal,Portugal,PT,129.48,168.72,81.19,72.74,entsoe.eu,false,
2021-01-09 02:00:00,Portugal,Portugal,PT,103.27,142.8,83.36,74.73,entsoe.eu,false,
2021-01-09 03:00:00,Portugal,Portugal,PT,90.89,130.63,84.35,75.37,entsoe.eu,false,
2021-01-09 04:00:00,Portugal,Portugal,PT,87.57,127.2,84.71,75.92,entsoe.eu,false,
2021-01-09 05:00:00,Portugal,Portugal,PT,84.58,122.72,85.35,76.66,entsoe.eu,false,
2021-01-09 06:00:00,Portugal,Portugal,PT,103.14,142.02,83.67,78.52,entsoe.eu,false,
2021-01-09 07:00:00,Portugal,Portugal,PT,130.31,170.6,80.29,75.11,entsoe.eu,false,
2021-01-09 08:00:00,Portugal,Portugal,PT,140.34,182.59,78.1,72.75,entsoe.eu,false,
2021-01-09 09:00:00,Portugal,Portugal,PT,138.0,179.79,78.13,76.57,entsoe.eu,false,
2021-01-09 10:00:00,Portugal,Portugal,PT,142.86,186.42,76.26,74.44,entsoe.eu,false,
2021-01-09 11:00:00,Portugal,Portugal,PT,147.27,192.17,74.96,70.7,entsoe.eu,false,
2021-01-09 12:00:00,Portugal,Portugal,PT,147.49,192.35,74.94,70.54,entsoe.eu,false,
2021-01-09 13:00:00,Portugal,Portugal,PT,144.99,188.93,75.82,71.39,entsoe.eu,false,
2021-01-09 14:00:00,Portugal,Portugal,PT,149.63,194.4,74.99,69.2,entsoe.eu,false,
2021-01-09 15:00:00,Portugal,Portugal,PT,155.6,201.8,73.41,67.37,entsoe.eu,false,
2021-01-09 16:00:00,Portugal,Portugal,PT,167.54,216.88,70.52,64.68,entsoe.eu,false,
2021-01-09 17:00:00,Portugal,Portugal,PT,168.59,212.54,73.47,72.55,entsoe.eu,false,
2021-01-09 18:00:00,Portugal,Portugal,PT,164.24,205.12,75.4,75.3,entsoe.eu,false,
2021-01-09 19:00:00,Portugal,Portugal,PT,159.95,198.49,76.89,76.89,entsoe.eu,false,
2021-01-09 20:00:00,Portugal,Portugal,PT,158.6,196.64,77.42,77.42,entsoe.eu,false,
2021-01-09 21:00:00,Portugal,Portugal,PT,153.13,194.06,76.64,75.02,entsoe.eu,false,
2021-01-09 22:00:00,Portugal,Portugal,PT,150.3,194.3,75.51,69.29,entsoe.eu,false,
2021-01-09 23:00:00,Portugal,Portugal,PT,146.21,188.02,77.9,69.76,entsoe.eu,false,
2021-01-10 00:00:00,Portugal,Portugal,PT,123.92,165.33,80.69,71.28,entsoe.eu,false,
2021-01-10 01:00:00,Portugal,Portugal,PT,127.66,171.18,79.83,70.25,entsoe.eu,false,
2021-01-10 02:00:00,Portugal,Portugal,PT,138.28,181.98,78.91,69.32,entsoe.eu,false,
2021-01-10 03:00:00,Portugal,Portugal,PT,157.36,201.32,77.2,68.55,entsoe.eu,false,
2021-01-10 04:00:00,Portugal,Portugal,PT,157.29,201.25,77.21,68.26,entsoe.eu,false,
2021-01-10 05:00:00,Portugal,Portugal,PT,154.07,197.49,77.67,68.4,entsoe.eu,false,
2021-01-10 06:00:00,Portugal,Portugal,PT,157.66,201.66,77.26,68.6,entsoe.eu,false,
2021-01-10 07:00:00,Portugal,Portugal,PT,160.66,205.15,76.71,68.46,entsoe.eu,false,
2021-01-10 08:00:00,Portugal,Portugal,PT,157.55,201.7,77.2,68.86,entsoe.eu,false,
2021-01-10 09:00:00,Portugal,Portugal,PT,147.86,190.16,78.64,70.89,entsoe.eu,false,
2021-01-10 10:00:00,Portugal,Portugal,PT,141.8,183.15,79.8,73.74,entsoe.eu,false,
2021-01-10 11:00:00,Portugal,Portugal,PT,137.87,178.3,80.59,74.72,entsoe.eu,false,
2021-01-10 12:00:00,Portugal,Portugal,PT,135.65,174.62,81.51,75.6,entsoe.eu,false,
2021-01-10 13:00:00,Portugal,Portugal,PT,141.61,179.82,81.53,75.55,entsoe.eu,false,
2021-01-10 14:00:00,Portugal,Portugal,PT,135.23,175.23,80.47,71.78,entsoe.eu,false,
2021-01-10 15:00:00,Portugal,Portugal,PT,137.17,177.29,80.03,71.31,entsoe.eu,false,
2021-01-10 16:00:00,Portugal,Portugal,PT,140.7,180.93,79.5,70.64,entsoe.eu,false,
2021-01-10 17:00:00,Portugal,Portugal,PT,142.69,182.33,79.44,71.35,entsoe.eu,false,
2021-01-10 18:00:00,Portugal,Portugal,PT,136.62,172.51,81.82,75.46,entsoe.eu,false,
2021-01-10 19:00:00,Portugal,Portugal,PT,135.05,168.29,83.43,79.2,entsoe.eu,false,
2021-01-10 20:00:00,Portugal,Portugal,PT,132.35,165.3,83.62,81.14,entsoe.eu,false,
2021-01-10 21:00:00,Portugal,Portugal,PT,112.76,152.07,81.19,74.34,entsoe.eu,false,
2021-01-10 22:00:00,Portugal,Portugal,PT,115.35,155.78,80.25,71.19,entsoe.eu,false,
2021-01-10 23:00:00,Portugal,Portugal,PT,115.03,154.74,81.47,73.64,entsoe.eu,false,
2021-01-11 00:00:00,Portugal,Portugal,PT,97.29,137.32,83.14,74.06,entsoe.eu,false,
2021-01-11 01:00:00,Portugal,Portugal,PT,126.11,167.58,80.39,71.89,entsoe.eu,false,
2021-01-11 02:00:00,Portugal,Portugal,PT,129.05,171.18,79.86,70.36,entsoe.eu,false,
2021-01-11 03:00:00,Portugal,Portugal,PT,134.36,177.8,78.64,68.87,entsoe.eu,false,
2021-01-11 04:00:00,Portugal,Portugal,PT,127.25,172.55,77.85,70.18,entsoe.eu,false,
2021-01-11 05:00:00,Portugal,Portugal,PT,166.89,217.99,71.16,67.33,entsoe.eu,false,
2021-01-11 06:00:00,Portugal,Portugal,PT,200.46,258.78,63.09,61.15,entsoe.eu,false,
2021-01-11 07:00:00,Portugal,Portugal,PT,205.01,263.49,60.35,60.35,entsoe.eu,false,
2021-01-11 08:00:00,Portugal,Portugal,PT,210.25,271.73,56.77,56.77,entsoe.eu,false,
2021-01-11 09:00:00,Portugal,Portugal,PT,211.25,273.96,56.04,56.04,entsoe.eu,false,
2021-01-11 10:00:00,Portugal,Portugal,PT,213.39,277.91,55.29,55.29,entsoe.eu,false,
2021-01-11 11:00:00,Portugal,Portugal,PT,225.76,293.86,51.98,51.94,entsoe.eu,false,
2021-01-11 12:00:00,Portugal,Portugal,PT,231.09,299.94,50.77,50.77,entsoe.eu,false,
2021-01-11 13:00:00,Portugal,Portugal,PT,250.41,325.15,45.99,45.41,entsoe.eu,false,
2021-01-11 14:00:00,Portugal,Portugal,PT,250.35,324.6,46.52,44.28,entsoe.eu,false,
2021-01-11 15:00:00,Portugal,Portugal,PT,259.07,335.7,44.22,42.46,entsoe.eu,false,
2021-01-11 16:00:00,Portugal,Portugal,PT,263.6,339.63,43.67,43.67,entsoe.eu,false,
2021-01-11 17:00:00,Portugal,Portugal,PT,232.48,295.69,53.79,53.79,entsoe.eu,false,
2021-01-11 18:00:00,Portugal,Portugal,PT,216.56,273.97,58.58,58.58,entsoe.eu,false,
2021-01-11 19:00:00,Portugal,Portugal,PT,213.72,270.33,59.04,59.04,entsoe.eu,false,
2021-01-11 20:00:00,Portugal,Portugal,PT,214.86,271.26,59.17,59.17,entsoe.eu,false,
2021-01-11 21:00:00,Portugal,Portugal,PT,240.74,308.91,50.08,49.85,entsoe.eu,false,
